Stagione;Calciatore;Squadra;Età;Partite Giocate;Minuti Giocati;Reti;Assist;Reti Non Su Rigore;Rigori Tirati;Ammonizioni;Espulsioni;Ruolo?
2021-22;Alex Meret;Napoli;24;7;619;0;0;0;0;0;0;Por
2021-22;Yıldırım Mert Çetin;Hellas Verona;24;2;46;0;0;0;0;0;0;Cen
2021-22;Dries Mertens;Napoli;34;30;1.384;11;1;10;1;2;0;Att,Cen
2021-22;Junior Messias;Milan;30;26;1.428;5;2;5;0;2;0;Att,Cen
2021-22;Kingsley Michael;Bologna;21;2;76;0;0;0;0;0;0;Cen
2021-22;Valentin Mihaila;Atalanta;21;5;76;0;0;0;0;0;0;Cen,Att
2021-22;Mikael;Salernitana;22;7;87;0;0;0;0;0;0;Att,Cen
2021-22;Hilmir Mikaelsson;Venezia;17;1;18;0;0;0;0;0;0;Att
2021-22;Nikola Milenković;Fiorentina;23;34;2.926;1;0;1;0;10;1;Dif
2021-22;Sergej Milinković-Savić;Lazio;26;37;3.100;11;10;11;0;6;1;Cen
2021-22;Vanja Milinković-Savić;Torino;24;27;2.430;0;0;0;0;3;0;Por
2021-22;Aleksej Mirančuk;Atalanta;25;19;772;2;5;2;0;0;0;Cen,Att
2021-22;Fabio Miretti;Juventus;17;6;321;0;0;0;0;0;0;Cen
2021-22;Henrix Mxit'aryan;Roma;32;31;2.495;5;6;5;0;4;1;Cen,Att
2021-22;Marco Modolo;Venezia;32;6;392;0;0;0;0;2;0;Dif
2021-22;Nahuel Molina;Udinese;23;35;2.638;7;2;7;0;7;1;Dif
2021-22;Cristian Molinaro;Venezia;38;8;548;0;1;0;0;0;0;Dif
2021-22;Lorenzo Montipò;Hellas Verona;25;34;3.060;0;0;0;0;1;0;Por
2021-22;Álvaro Morata;Juventus;28;35;2.302;9;4;8;1;5;0;Att
2021-22;Raúl Moro;Lazio;18;11;201;0;1;0;0;0;0;Att
2021-22;Andrei Motoc;Salernitana;19;1;90;0;0;0;0;0;0;Dif
2021-22;Lys Mousset;Salernitana;25;6;160;0;1;0;0;2;0;Cen,Att
2021-22;Samuel Mráz;Spezia;24;2;54;0;0;0;0;0;0;Att
2021-22;Mert Müldür;Sassuolo;22;31;2.046;0;0;0;0;5;0;Dif
2021-22;Luis Muriel;Atalanta;30;27;1.539;9;8;7;2;1;0;Att,Cen
2021-22;Vedat Muriqi;Lazio;27;11;215;0;0;0;0;1;0;Att
2021-22;Nicola Murru;Sampdoria;26;22;983;1;0;1;0;5;0;Dif
2021-22;Juan Musso;Atalanta;27;33;2.932;0;0;0;0;1;1;Por
2021-22;Joakim Mæhle;Atalanta;24;26;1.471;1;1;1;0;2;0;Dif,Cen
2021-22;Nahitan Nández;Cagliari;25;21;1.523;0;2;0;0;4;0;Cen,Dif
2021-22;Luís Carlos Almeida da Cunha;Venezia;34;10;287;0;1;0;0;1;0;Cen,Att
2021-22;Matija Nastasić;Fiorentina;28;5;219;0;0;0;0;1;0;Dif
2021-22;Ilija Nestorovski;Udinese;31;7;188;1;0;1;0;1;0;Att
2021-22;Aurélien Nguiamba;Spezia;22;3;51;0;0;0;0;1;0;Cen
2021-22;Dīmītrīs Nikolaou;Spezia;22;36;3.240;0;0;0;0;7;0;Dif
2021-22;Jean-Pierre Nsame;Venezia;28;11;245;0;1;0;0;0;0;Att
2021-22;Bram Nuytinck;Udinese;31;27;2.033;1;0;1;0;2;0;Dif
2021-22;Simy;Salernitana;29;19;842;1;1;1;0;0;0;Att
2021-22;M'Bala Nzola;Spezia;24;21;1.068;2;1;2;0;2;0;Att
2021-22;Adam Obert;Cagliari;18;6;274;0;0;0;0;0;0;Dif,Cen
2021-22;Joel Obi;Salernitana;30;21;1.143;0;1;0;0;4;0;Cen,Dif
2021-22;Brian Oddei;Sassuolo;18;2;8;0;0;0;0;0;0;Att
2021-22;Álvaro Odriozola;Fiorentina;25;25;1.733;1;2;1;0;4;1;Dif
2021-22;Stefano Okaka;Udinese;31;2;22;0;1;0;0;1;0;Att
2021-22;David Okereke;Venezia;23;32;2.053;7;0;7;0;5;1;Att,Cen
2021-22;Christian Oliva;Cagliari;25;4;48;0;0;0;0;0;0;Cen
2021-22;Sérgio Oliveira;Roma;29;14;892;2;0;1;1;5;0;Cen
2021-22;Riccardo Orsolini;Bologna;24;29;1.785;6;3;4;2;2;0;Att,Cen
2021-22;Victor Osimhen;Napoli;22;27;1.983;14;2;14;0;5;1;Att
2021-22;David Ospina;Napoli;32;31;2.790;0;0;0;0;1;0;Por
2021-22;Adam Ounas;Napoli;24;15;326;0;0;0;0;1;0;Cen,Att
2021-22;Daniele Padelli;Udinese;35;3;270;0;0;0;0;0;0;Por
2021-22;Simone Pafundi;Udinese;15;1;23;0;0;0;0;0;0;Att
2021-22;Martin Palumbo;Juventus;19;1;13;0;0;0;0;0;0;Att
2021-22;Goran Pandev;Genoa;38;20;843;0;1;0;0;1;0;Att,Cen
2021-22;Ivor Pandur;Hellas Verona;21;3;270;0;0;0;0;0;0;Por
2021-22;Fabiano Parisi;Empoli;20;25;1.477;0;1;0;0;5;0;Dif
2021-22;Mario Pašalić;Atalanta;26;37;2.002;13;6;13;0;3;0;Cen,Att
2021-22;Patricio Gabarrón;Lazio;28;24;1.649;1;1;1;0;7;1;Dif
2021-22;Rui Patrício;Roma;33;38;3.420;0;0;0;0;2;0;Por
2021-22;Leonardo Pavoletti;Cagliari;32;33;1.518;5;1;5;0;9;0;Att
2021-22;Pedro Rodríguez Ledesma;Lazio;34;32;2.033;9;4;9;0;5;0;Att
2021-22;João Pedro;Cagliari;29;37;3.323;13;4;10;3;9;0;Att
2021-22;Gianluca Pegolo;Sassuolo;40;1;90;0;0;0;0;0;0;Por
2021-22;Pietro Pellegri;Torino;20;9;216;1;0;1;0;1;0;Att
2021-22;Pietro Pellegri;Milan;20;6;131;0;0;0;0;0;0;Att
2021-22;Lorenzo Pellegrini;Roma;25;28;2.289;9;3;7;2;8;1;Cen
2021-22;Luca Pellegrini;Juventus;22;18;1.107;0;1;0;0;6;0;Dif
2021-22;Federico Peluso;Sassuolo;37;2;11;0;0;0;0;0;0;Dif
2021-22;Gastón Pereiro;Cagliari;26;29;975;4;2;4;0;1;0;Att,Cen
2021-22;Dor Peretz;Venezia;26;18;585;0;1;0;0;2;0;Cen
2021-22;Roberto Pereyra;Udinese;30;24;1.794;3;5;2;1;10;1;Cen,Att
2021-22;Carles Pérez;Roma;23;19;554;1;1;1;0;2;0;Cen,Att
2021-22;Nehuén Pérez;Udinese;21;20;1.692;0;1;0;0;6;0;Dif
2021-22;Mattia Perin;Juventus;28;5;405;0;0;0;0;0;0;Por
2021-22;Ivan Perišić;Inter;32;35;2.821;8;6;7;1;4;0;Dif
2021-22;Diego Perotti;Salernitana;33;11;287;0;0;0;0;1;0;Cen,Att
2021-22;Mario Perrone;Salernitana;18;1;15;0;0;0;0;0;0;Dif
2021-22;Matteo Pessina;Atalanta;24;27;1.438;1;1;1;0;0;0;Cen,Att
2021-22;Andrea Petagna;Napoli;26;24;586;3;1;3;0;1;0;Att
2021-22;Giuseppe Pezzella;Atalanta;23;21;1.072;0;2;0;0;3;0;Dif,Cen
2021-22;Krzysztof Piątek;Fiorentina;26;14;733;3;0;3;0;0;0;Att
2021-22;Roberto Piccoli;Genoa;20;5;218;0;0;0;0;0;0;Att
2021-22;Roberto Piccoli;Atalanta;20;12;196;1;0;1;0;0;0;Att
2021-22;Andrea Pinamonti;Empoli;22;36;2.869;13;2;9;4;4;0;Att
2021-22;Carlo Pinsoglio;Juventus;31;1;45;0;0;0;0;0;0;Por
2021-22;Riccardo Pinzi;Udinese;17;1;1;0;0;0;0;0;0;Att
2021-22;Marko Pjaca;Torino;26;24;1.149;3;0;3;0;0;0;Cen
2021-22;Tommaso Pobega;Torino;22;33;2.240;4;2;4;0;11;0;Cen
2021-22;Suf Podgoreanu;Spezia;19;5;113;0;1;0;0;0;0;Att
2021-22;Matteo Politano;Napoli;27;33;1.650;3;4;3;0;3;0;Att
2021-22;Manolo Portanova;Genoa;21;24;1.322;1;0;1;0;4;0;Att,Cen
2021-22;Dennis Praet;Torino;27;23;1.539;2;2;2;0;3;0;Cen
2021-22;Mateusz Praszelik;Hellas Verona;20;2;25;0;0;0;0;0;0;Cen
2021-22;Ivan Provedel;Spezia;27;31;2.761;0;0;0;0;2;0;Por
2021-22;Erick Pulgar;Fiorentina;27;6;341;0;1;0;0;2;0;Cen
2021-22;Ignacio Pussetto;Udinese;25;28;1.204;4;4;3;1;4;0;Att,Cen
2021-22;Niklas Pyyhtiä;Bologna;17;1;19;0;0;0;0;0;0;Cen
2021-22;Fabio Quagliarella;Sampdoria;38;33;1.664;4;2;3;1;2;0;Att
2021-22;Adrien Rabiot;Juventus;26;32;2.285;0;2;0;0;5;0;Cen
2021-22;Ivan Radovanović;Salernitana;32;14;1.053;1;1;1;0;4;0;Dif,Cen
2021-22;Ionuț Andrei Radu;Inter;24;1;90;0;0;0;0;0;0;Por
2021-22;Ștefan Radu;Lazio;34;10;556;0;0;0;0;2;0;Dif
2021-22;Boris Radunović;Cagliari;25;3;270;0;0;0;0;0;1;Por
2021-22;Antonio Raimondo;Bologna;17;1;74;0;0;0;0;0;0;Att
2021-22;Aaron Ramsey;Juventus;30;3;99;0;0;0;0;0;0;Cen
2021-22;Luca Ranieri;Salernitana;22;27;2.103;1;0;1;0;9;0;Dif
2021-22;Andrea Ranocchia;Inter;33;6;341;0;0;0;0;1;0;Dif
2021-22;Giacomo Raspadori;Sassuolo;21;36;2.740;10;4;10;0;9;1;Cen,Att
2021-22;Nicola Ravaglia;Sampdoria;32;1;5;0;0;0;0;0;0;Por
2021-22;Ante Rebić;Milan;27;24;891;2;2;2;0;2;0;Att
2021-22;Arkadiusz Reca;Spezia;26;25;1.772;0;2;0;0;3;0;Dif
2021-22;José Manuel Reina;Lazio;38;15;1.350;0;1;0;0;3;0;Por
2021-22;Panagiōtīs Retsos;Hellas Verona;22;5;55;0;0;0;0;0;0;Dif
2021-22;Bryan Reynolds;Roma;20;1;2;0;0;0;0;0;0;Dif
2021-22;Franck Ribéry;Salernitana;38;23;1.421;0;2;0;0;3;1;Cen,Att
2021-22;Samuele Ricci;Torino;19;12;722;0;0;0;0;1;0;Cen
2021-22;Samuele Ricci;Empoli;19;21;1.530;1;1;1;0;1;1;Cen
2021-22;Tomás Rincón;Torino;33;7;163;0;0;0;0;2;0;Cen
2021-22;Tomás Rincón;Sampdoria;33;17;1.166;0;0;0;0;3;0;Cen
2021-22;Ricardo Rodríguez;Torino;28;34;2.473;0;1;0;0;3;0;Dif
2021-22;Marko Rog;Cagliari;26;8;311;0;1;0;0;0;0;Cen
2021-22;Rogério Oliveira da Silva;Sassuolo;23;23;1.729;0;1;0;0;5;0;Dif
2021-22;Alessio Romagnoli;Milan;26;19;1.409;1;0;1;0;4;1;Dif
2021-22;Simone Romagnoli;Empoli;31;19;1.497;2;0;2;0;3;0;Dif
2021-22;Luka Romero;Lazio;16;8;84;0;0;0;0;0;0;Att
2021-22;Sergio Romero;Venezia;34;16;1.440;0;0;0;0;2;0;Por
2021-22;Cristiano Ronaldo;Juventus;36;1;31;0;0;0;0;1;0;Att
2021-22;Marten de Roon;Atalanta;30;30;2.548;3;0;3;0;7;1;Cen,Dif
2021-22;Francesco Rossi;Atalanta;30;1;37;0;0;0;0;0;0;Por
2021-22;Nicolò Rovella;Genoa;19;21;1.468;0;3;0;0;5;0;Cen
2021-22;Amir Rrahmani;Napoli;27;33;2.927;4;0;4;0;5;0;Dif
2021-22;Ruan;Sassuolo;22;10;214;0;0;0;0;1;0;Dif
2021-22;Daniele Rugani;Juventus;27;12;879;0;0;0;0;2;0;Dif
2021-22;Matteo Ruggeri;Salernitana;19;14;676;0;0;0;0;1;0;Dif
2021-22;Mário Rui;Napoli;30;34;2.992;0;5;0;0;7;0;Dif
2021-22;Fabián Ruiz Peña;Napoli;25;32;2.384;7;4;7;0;2;0;Cen
2021-22;Alessandro Russo;Salernitana;17;1;29;0;0;0;0;0;0;Cen
2021-22;Stefano Sabelli;Genoa;28;7;348;0;0;0;0;3;0;Dif
2021-22;Abdelhamid Sabiri;Sampdoria;24;14;893;3;2;3;0;3;0;Cen,Att
2021-22;Alexis Saelemaekers;Milan;22;36;1.865;1;3;1;0;2;0;Att
2021-22;Jacopo Sala;Spezia;29;18;880;1;0;1;0;3;0;Cen
2021-22;Eddie Salcedo;Spezia;19;12;429;0;0;0;0;1;0;Cen,Att
2021-22;Lazar Samardzic;Udinese;19;22;490;2;2;2;0;0;0;Cen,Att
2021-22;Luigi Samele;Sassuolo;19;2;5;0;1;0;0;0;0;Att
2021-22;Antonio Sanabria;Torino;25;29;1.803;6;1;6;0;3;0;Att
2021-22;Alexis Sánchez;Inter;32;27;881;5;2;5;0;0;0;Att
2021-22;Alex Sandro Lobo Silva;Juventus;30;28;1.780;0;1;0;0;3;0;Dif
2021-22;Nicola Sansone;Bologna;29;27;896;2;3;2;0;6;0;Att,Cen
2021-22;Federico Santander;Bologna;30;7;67;1;0;1;0;1;0;Att,Dif
2021-22;Samir Caetano de Souza Santos;Udinese;26;17;1.421;0;0;0;0;5;0;Dif
2021-22;Riccardo Saponara;Fiorentina;29;29;1.284;3;3;3;0;1;0;Att
2021-22;Giacomo Satalino;Sassuolo;22;1;8;0;0;0;0;0;0;Por
2021-22;Martin Satriano;Inter;20;4;38;0;0;0;0;0;0;Att,Cen
2021-22;Giorgio Scalvini;Atalanta;17;18;763;1;0;1;0;1;0;Dif,Cen
2021-22;Gianluca Scamacca;Sassuolo;22;36;2.146;16;0;15;1;7;0;Att
2021-22;Andrea Schiavone;Salernitana;28;14;571;1;0;1;0;1;0;Cen
2021-22;David Schnegg;Venezia;22;4;142;0;0;0;0;1;0;Dif
2021-22;Jerdy Schouten;Bologna;24;17;1.392;1;1;1;0;4;1;Cen
2021-22;Demba Seck;Torino;20;6;146;0;0;0;0;0;0;Cen,Att
2021-22;Adrian Šemper;Genoa;23;1;90;0;0;0;0;0;0;Por
2021-22;Stefano Sensi;Sampdoria;25;11;754;1;0;1;0;1;0;Cen,Att
2021-22;Stefano Sensi;Inter;25;9;167;0;0;0;0;0;0;Cen,Att
2021-22;Luigi Sepe;Salernitana;30;16;1.392;0;0;0;0;2;0;Por
2021-22;Laurens Serpe;Genoa;20;1;45;0;0;0;0;0;0;Dif
2021-22;Stephan El Shaarawy;Roma;28;27;1.055;3;0;3;0;1;0;Att,Dif
2021-22;Aimar Sher;Spezia;18;1;45;0;0;0;0;0;0;Cen
2021-22;Eldor Shomurodov;Roma;26;28;784;3;4;3;0;2;0;Att,Cen
2021-22;Alassane Sidibe;Atalanta;19;1;6;0;0;0;0;0;0;Cen
2021-22;Arnór Sigurðsson;Venezia;22;9;183;0;0;0;0;0;0;Att,Cen
2021-22;Adrien Silva;Sampdoria;32;17;1.083;0;1;0;0;3;1;Cen
2021-22;Marco Silvestri;Udinese;30;35;3.150;0;0;0;0;1;0;Por
2021-22;Giovanni Simeone;Hellas Verona;26;35;2.653;17;5;17;0;8;0;Att
2021-22;Giovanni Simeone;Cagliari;26;1;7;0;0;0;0;0;0;Att
2021-22;Wilfried Singo;Torino;20;35;2.607;3;4;3;0;5;1;Dif
2021-22;Salvatore Sirigu;Genoa;34;37;3.330;0;0;0;0;0;0;Por
2021-22;Leo Skiri Østigård;Genoa;21;15;1.172;0;0;0;0;4;2;Dif
2021-22;Łukasz Skorupski;Bologna;30;36;3.240;0;0;0;0;4;0;Por
2021-22;Andreas Skov Olsen;Bologna;21;18;747;0;2;0;0;0;0;Att,Dif
2021-22;Milan Škriniar;Inter;26;35;3.150;3;0;3;0;3;0;Dif
2021-22;Chris Smalling;Roma;31;27;2.091;3;0;3;0;0;0;Dif
2021-22;Brandon Soppy;Udinese;19;28;777;0;0;0;0;4;0;Dif,Cen
2021-22;Roberto Soriano;Bologna;30;35;2.622;0;4;0;0;6;2;Cen
2021-22;Riccardo Sottil;Fiorentina;22;24;1.239;3;2;3;0;4;1;Att
2021-22;Matìas Soulé;Juventus;18;2;5;0;0;0;0;0;0;Att
2021-22;Adama Soumaoro;Bologna;29;28;2.266;0;0;0;0;6;2;Dif
2021-22;Leonardo Spinazzola;Roma;28;3;127;0;0;0;0;1;0;Dif
2021-22;Marco Sportiello;Atalanta;29;5;450;0;0;0;0;1;0;Por
2021-22;Luca Stanga;Milan;19;1;3;0;0;0;0;0;0;Dif
2021-22;Riccardo Stivanello;Bologna;17;1;45;0;0;0;0;0;0;Dif
2021-22;Petar Stojanović;Empoli;25;33;2.735;1;1;1;0;11;1;Dif
2021-22;Thomas Strakosha;Lazio;26;23;2.070;0;0;0;0;2;0;Por
2021-22;Stefan Strandberg;Salernitana;31;11;933;0;0;0;0;2;1;Dif
2021-22;Dávid Strelec;Spezia;20;10;502;1;0;1;0;0;0;Att,Cen
2021-22;Kevin Strootman;Cagliari;31;10;640;0;0;0;0;4;0;Cen
2021-22;Jens Stryger Larsen;Udinese;30;11;684;0;1;0;0;0;0;Dif
2021-22;Leo Stulac;Empoli;26;23;833;2;2;2;0;1;0;Cen
2021-22;Stefano Sturaro;Genoa;28;25;1.766;0;0;0;0;12;0;Cen
2021-22;Isaac Success;Udinese;25;22;911;2;6;2;0;1;1;Att,Cen
2021-22;Vladyslav Supriaha;Sampdoria;21;1;22;0;0;0;0;0;0;Att
2021-22;Bosko Sutalo;Hellas Verona;21;24;920;0;0;0;0;0;0;Dif
2021-22;Mattias Svanberg;Bologna;22;36;2.564;3;3;3;0;7;0;Cen
2021-22;Michael Svoboda;Venezia;22;18;1.236;0;0;0;0;2;1;Dif
2021-22;Wojciech Szczęsny;Juventus;31;33;2.970;0;0;0;0;2;0;Por
2021-22;Adrien Tameze;Hellas Verona;27;38;2.574;4;2;4;0;4;0;Cen,Dif
2021-22;Ciprian Tătărușanu;Milan;35;6;540;0;0;0;0;0;0;Por
2021-22;Filippo Terracciano;Hellas Verona;18;1;7;0;0;0;0;0;0;Dif
2021-22;Pietro Terracciano;Fiorentina;31;32;2.862;0;0;0;0;0;0;Por
2021-22;Aleksa Terzić;Fiorentina;21;14;274;0;1;0;0;1;0;Dif
2021-22;Tanner Tessmann;Venezia;19;20;680;0;0;0;0;1;1;Cen
2021-22;Arthur Theate;Bologna;21;31;2.424;2;1;2;0;6;0;Dif
2021-22;Morten Thorsby;Sampdoria;25;35;2.943;3;1;3;0;10;0;Cen
2021-22;Jeremy Toljan;Sassuolo;26;20;1.399;0;1;0;0;2;0;Dif
2021-22;Rafael Tolói;Atalanta;30;20;1.438;1;1;1;0;6;0;Dif
2021-22;Takehiro Tomiyasu;Bologna;22;1;10;0;0;0;0;0;0;Dif
2021-22;Fikayo Tomori;Milan;23;31;2.718;0;0;0;0;4;0;Dif
2021-22;Sandro Tonali;Milan;21;36;2.600;5;2;5;0;9;0;Cen
2021-22;Lorenzo Tonelli;Empoli;31;14;870;0;0;0;0;4;0;Dif
2021-22;Ernesto Torregrossa;Sampdoria;29;10;116;0;0;0;0;1;0;Att
2021-22;Lucas Torreira;Fiorentina;25;31;2.195;5;1;5;0;10;1;Cen
2021-22;Abdoulaye Touré;Genoa;27;8;430;0;0;0;0;1;0;Cen
2021-22;Simone Trimboli;Sampdoria;19;5;65;0;0;0;0;1;0;Cen
2021-22;Axel Tuanzebe;Napoli;23;1;11;0;0;0;0;0;0;Dif
2021-22;Destiny Udogie;Udinese;18;35;2.477;5;3;5;0;4;0;Dif
2021-22;Maximilian Ullmann;Venezia;25;5;246;0;0;0;0;0;0;Dif
2021-22;Kacper Urbanski;Bologna;16;1;45;0;0;0;0;0;0;Cen
2021-22;Antonio Vacca;Venezia;31;21;1.064;0;0;0;0;5;0;Cen
2021-22;Zinho Vanheusden;Genoa;22;14;989;0;0;0;0;3;0;Dif
2021-22;Johan Vásquez;Genoa;22;28;2.279;1;0;1;0;7;0;Dif
2021-22;Denis Vavro;Lazio;25;1;8;0;0;0;0;0;0;Dif
2021-22;Matías Vecino;Inter;29;17;377;1;0;1;0;2;0;Cen
2021-22;Miguel Veloso;Hellas Verona;35;22;1.343;0;3;0;0;7;1;Cen
2021-22;Lorenzo Venuti;Fiorentina;26;23;1.571;0;0;0;0;4;0;Dif
2021-22;Daniele Verde;Spezia;25;33;1.957;8;6;7;1;2;0;Att,Cen
2021-22;Simone Verdi;Torino;29;3;46;1;0;1;0;0;0;Cen,Att
2021-22;Simone Verdi;Salernitana;29;15;829;5;0;4;1;3;0;Att,Cen
2021-22;Jordan Veretout;Roma;28;36;2.319;4;8;3;1;6;0;Cen
2021-22;Edoardo Vergani;Salernitana;20;6;102;0;0;0;0;0;0;Att,Cen
2021-22;Valerio Verre;Sampdoria;27;11;420;0;0;0;0;0;0;Cen,Att
2021-22;Valerio Verre;Empoli;27;8;310;0;1;0;0;2;1;Cen
2021-22;Frédéric Veseli;Salernitana;28;9;596;0;0;0;0;3;1;Dif
2021-22;Guglielmo Vicario;Empoli;24;38;3.420;0;0;0;0;1;0;Por
2021-22;Arturo Vidal;Inter;34;28;741;1;1;1;0;3;0;Cen
2021-22;Ronaldo Vieira;Sampdoria;23;14;495;0;0;0;0;3;0;Cen
2021-22;Luca Vignali;Spezia;25;2;85;0;0;0;0;0;0;Dif,Cen
2021-22;Emanuel Vignato;Bologna;20;24;594;0;1;0;0;2;0;Cen,Dif
2021-22;Matías Viña;Roma;23;26;1.565;0;1;0;0;2;0;Dif,Att
2021-22;Nicolas Viola;Bologna;31;6;102;0;0;0;0;0;0;Cen
2021-22;Mattia Viti;Empoli;19;20;1.491;0;0;0;0;3;1;Dif
2021-22;Dušan Vlahović;Fiorentina;21;21;1.857;17;2;12;5;2;0;Att
2021-22;Dušan Vlahović;Juventus;21;15;1.076;7;1;7;0;2;0;Att
2021-22;Mërgim Vojvoda;Torino;26;29;1.976;0;3;0;0;3;0;Dif
2021-22;Cristian Volpato;Roma;17;3;38;1;0;1;0;0;0;Att,Cen
2021-22;Stefan de Vrij;Inter;29;30;2.410;0;0;0;0;3;0;Dif
2021-22;Walace;Udinese;26;36;2.970;1;0;1;0;6;1;Cen
2021-22;Sebastian Walukiewicz;Cagliari;21;7;302;0;0;0;0;1;0;Dif
2021-22;Magnus Warming;Torino;21;4;58;0;0;0;0;0;0;Cen,Att
2021-22;Kelvin Yeboah;Genoa;21;17;850;0;1;0;0;2;0;Att,Cen
2021-22;Gerard Yepes;Sampdoria;18;4;21;0;0;0;0;0;0;Cen,Dif
2021-22;Maya Yoshida;Sampdoria;32;26;1.823;2;3;2;0;2;0;Dif
2021-22;Mattia Zaccagni;Hellas Verona;26;2;180;2;0;1;1;0;0;Cen
2021-22;Mattia Zaccagni;Lazio;26;29;1.876;4;5;4;0;6;0;Att
2021-22;Denis Zakaria;Juventus;24;9;597;1;1;1;0;1;0;Cen
2021-22;Nicola Zalewski;Roma;19;16;793;0;0;0;0;1;0;Dif
2021-22;André-Frank Zambo Anguissa;Napoli;25;25;1.926;0;1;0;0;5;0;Cen
2021-22;Nicolò Zaniolo;Roma;22;28;1.971;2;1;2;0;12;2;Att,Cen
2021-22;Alessandro Zanoli;Napoli;20;12;457;0;0;0;0;2;0;Dif
2021-22;Mattia Zanotti;Inter;18;1;9;0;0;0;0;0;0;Dif
2021-22;Duván Zapata;Atalanta;30;24;1.722;10;4;7;3;3;0;Att
2021-22;Gabriele Zappa;Cagliari;21;25;1.144;0;0;0;0;4;1;Dif
2021-22;Davide Zappacosta;Atalanta;29;34;2.345;1;5;1;0;6;0;Dif
2021-22;Simone Zaza;Torino;30;10;129;0;0;0;0;1;0;Att,Dif
2021-22;Marvin Zeegelaar;Udinese;30;14;643;0;0;0;0;2;0;Dif
2021-22;Piotr Zieliński;Napoli;27;35;2.086;6;5;6;0;1;0;Cen
2021-22;David Zima;Torino;20;20;1.314;0;0;0;0;3;0;Dif
2021-22;Jeroen Zoet;Spezia;30;7;630;0;0;0;0;0;0;Por
2021-22;Nadir Zortea;Salernitana;22;29;1.410;1;2;1;0;3;0;Dif,Cen
2021-22;Petar Zovko;Spezia;19;1;29;0;0;0;0;1;0;Por
2021-22;Szymon Żurkowski;Empoli;23;35;2.307;6;2;6;0;5;0;Cen
2021-22;Milan Đurić;Salernitana;31;33;2.165;5;4;4;1;6;0;Att
2021-22;Filip Đuričić;Sassuolo;29;12;671;2;1;2;0;1;0;Cen,Att
2020-21;Gennaro Acampora;Spezia;26;14;441;0;0;0;0;2;0;Cen,Att
2020-21;Francesco Acerbi;Lazio;32;32;2.813;0;1;0;0;9;1;Dif
2020-21;Andrea Adorante;Parma;20;1;10;0;0;0;0;0;0;Att
2020-21;Lucien Agoume;Spezia;18;12;800;0;0;0;0;2;0;Cen
2020-21;Kevin Agudelo;Spezia;21;29;1.356;1;2;1;0;4;0;Att
2020-21;Jean-Daniel Akpa-Akpro;Lazio;27;32;1.056;0;1;0;0;9;0;Cen
2020-21;Luis Alberto Romero Alconchel;Lazio;27;34;2.618;9;2;9;0;5;0;Cen
2020-21;Bruno Alves;Parma;38;19;1.632;1;0;1;0;3;0;Dif
2020-21;Wisdom Amey;Bologna;14;1;2;0;0;0;0;0;0;Dif
2020-21;Sofyan Amrabat;Fiorentina;23;31;2.441;0;0;0;0;7;0;Cen
2020-21;Djavan Anderson;Lazio;25;3;72;0;0;0;0;0;0;Dif
2020-21;Nicolas Andrade;Udinese;32;2;180;0;0;0;0;0;0;Por
2020-21;Davide Angelo Ghislandi;Atalanta;19;1;5;0;0;0;0;0;0;Dif
2020-21;Philip Ankhrah;Hellas Verona;17;1;13;0;0;0;0;0;0;Cen
2020-21;Cristian Ansaldi;Torino;33;31;1.947;1;6;0;1;1;0;Dif,Att
2020-21;Valentin Antov;Bologna;19;5;232;0;0;0;0;1;0;Dif
2020-21;Nicolò Armini;Lazio;19;1;5;0;0;0;0;0;0;Dif
2020-21;Tolgay Arslan;Udinese;29;30;1.818;3;0;3;0;9;0;Cen
2020-21;Kwadwo Asamoah;Cagliari;31;9;224;0;0;0;0;0;0;Dif,Cen
2020-21;Kristoffer Askildsen;Sampdoria;19;6;95;0;0;0;0;2;0;Cen
2020-21;Emil Audero;Sampdoria;23;37;3.330;0;1;0;0;0;0;Por
2020-21;Tommaso Augello;Sampdoria;25;37;3.216;1;3;1;0;2;1;Dif
2020-21;Kaan Ayhan;Sassuolo;25;19;796;0;0;0;0;3;0;Dif
2020-21;Milan Badelj;Genoa;31;30;2.408;1;4;1;0;7;0;Cen
2020-21;Tiémoué Bakayoko;Napoli;25;32;1.964;2;1;2;0;6;1;Cen
2020-21;Keita Baldé Diao;Sampdoria;25;25;1.197;7;1;7;0;4;1;Att
2020-21;Botond Balogh;Parma;18;3;165;0;0;0;0;1;0;Dif
2020-21;Mattia Bani;Genoa;26;11;921;0;0;0;0;4;0;Dif
2020-21;Mattia Bani;Parma;26;15;1.145;0;0;0;0;6;0;Dif
2020-21;Antonín Barák;Hellas Verona;25;34;2.765;7;3;7;0;5;1;Cen
2020-21;Federico Barba;Benevento;26;32;2.659;0;2;0;0;8;0;Dif
2020-21;Nicolò Barella;Inter;23;36;2.896;3;7;3;0;5;0;Cen
2020-21;Antonio Barreca;Fiorentina;25;3;85;0;0;0;0;0;0;Dif
2020-21;Musa Barrow;Bologna;21;38;2.921;8;8;8;0;0;0;Att,Cen
2020-21;Paolo Bartolomei;Spezia;30;6;320;0;1;0;0;1;0;Cen
2020-21;Daniele Baselli;Torino;28;15;396;0;0;0;0;2;0;Cen
2020-21;Alessandro Bastoni;Inter;21;33;2.922;0;3;0;0;6;0;Dif
2020-21;Simone Bastoni;Spezia;23;22;1.522;1;7;1;0;7;0;Dif
